film_id,category_id,last_update
736,8,2022-02-15 04:07:09-06
737,11,2022-02-15 04:07:09-06
738,9,2022-02-15 04:07:09-06
739,7,2022-02-15 04:07:09-06
740,11,2022-02-15 04:07:09-06
741,12,2022-02-15 04:07:09-06
742,10,2022-02-15 04:07:09-06
743,2,2022-02-15 04:07:09-06
744,4,2022-02-15 04:07:09-06
745,15,2022-02-15 04:07:09-06
746,10,2022-02-15 04:07:09-06
747,10,2022-02-15 04:07:09-06
748,1,2022-02-15 04:07:09-06
749,11,2022-02-15 04:07:09-06
750,13,2022-02-15 04:07:09-06
751,13,2022-02-15 04:07:09-06
752,12,2022-02-15 04:07:09-06
753,8,2022-02-15 04:07:09-06
754,5,2022-02-15 04:07:09-06
755,3,2022-02-15 04:07:09-06
756,5,2022-02-15 04:07:09-06
757,6,2022-02-15 04:07:09-06
758,7,2022-02-15 04:07:09-06
759,13,2022-02-15 04:07:09-06
760,13,2022-02-15 04:07:09-06
761,3,2022-02-15 04:07:09-06
762,10,2022-02-15 04:07:09-06
763,15,2022-02-15 04:07:09-06
764,15,2022-02-15 04:07:09-06
765,5,2022-02-15 04:07:09-06
766,7,2022-02-15 04:07:09-06
767,12,2022-02-15 04:07:09-06
768,3,2022-02-15 04:07:09-06
769,9,2022-02-15 04:07:09-06
770,9,2022-02-15 04:07:09-06
771,7,2022-02-15 04:07:09-06
772,7,2022-02-15 04:07:09-06
773,15,2022-02-15 04:07:09-06
774,5,2022-02-15 04:07:09-06
775,7,2022-02-15 04:07:09-06
776,6,2022-02-15 04:07:09-06
777,15,2022-02-15 04:07:09-06
778,8,2022-02-15 04:07:09-06
779,15,2022-02-15 04:07:09-06
780,8,2022-02-15 04:07:09-06
781,10,2022-02-15 04:07:09-06
782,15,2022-02-15 04:07:09-06
783,16,2022-02-15 04:07:09-06
784,16,2022-02-15 04:07:09-06
785,16,2022-02-15 04:07:09-06
786,3,2022-02-15 04:07:09-06
787,16,2022-02-15 04:07:09-06
788,6,2022-02-15 04:07:09-06
789,9,2022-02-15 04:07:09-06
790,7,2022-02-15 04:07:09-06
791,6,2022-02-15 04:07:09-06
792,9,2022-02-15 04:07:09-06
793,1,2022-02-15 04:07:09-06
794,1,2022-02-15 04:07:09-06
795,8,2022-02-15 04:07:09-06
796,15,2022-02-15 04:07:09-06
797,12,2022-02-15 04:07:09-06
798,14,2022-02-15 04:07:09-06
799,11,2022-02-15 04:07:09-06
800,11,2022-02-15 04:07:09-06
801,3,2022-02-15 04:07:09-06
802,1,2022-02-15 04:07:09-06
803,7,2022-02-15 04:07:09-06
804,11,2022-02-15 04:07:09-06
805,2,2022-02-15 04:07:09-06
806,13,2022-02-15 04:07:09-06
807,10,2022-02-15 04:07:09-06
808,4,2022-02-15 04:07:09-06
809,15,2022-02-15 04:07:09-06
810,8,2022-02-15 04:07:09-06
811,16,2022-02-15 04:07:09-06
812,6,2022-02-15 04:07:09-06
813,15,2022-02-15 04:07:09-06
814,5,2022-02-15 04:07:09-06
815,4,2022-02-15 04:07:09-06
816,2,2022-02-15 04:07:09-06
817,14,2022-02-15 04:07:09-06
818,7,2022-02-15 04:07:09-06
819,12,2022-02-15 04:07:09-06
820,2,2022-02-15 04:07:09-06
821,9,2022-02-15 04:07:09-06
822,8,2022-02-15 04:07:09-06
823,1,2022-02-15 04:07:09-06
824,8,2022-02-15 04:07:09-06
825,1,2022-02-15 04:07:09-06
826,16,2022-02-15 04:07:09-06
827,7,2022-02-15 04:07:09-06
828,4,2022-02-15 04:07:09-06
829,8,2022-02-15 04:07:09-06
830,11,2022-02-15 04:07:09-06
831,14,2022-02-15 04:07:09-06
832,8,2022-02-15 04:07:09-06
833,3,2022-02-15 04:07:09-06
834,6,2022-02-15 04:07:09-06
835,10,2022-02-15 04:07:09-06
836,15,2022-02-15 04:07:09-06
837,5,2022-02-15 04:07:09-06
838,1,2022-02-15 04:07:09-06
839,14,2022-02-15 04:07:09-06
840,10,2022-02-15 04:07:09-06
841,15,2022-02-15 04:07:09-06
842,10,2022-02-15 04:07:09-06
843,4,2022-02-15 04:07:09-06
844,15,2022-02-15 04:07:09-06
845,9,2022-02-15 04:07:09-06
846,13,2022-02-15 04:07:09-06
847,13,2022-02-15 04:07:09-06
848,16,2022-02-15 04:07:09-06
849,2,2022-02-15 04:07:09-06
850,1,2022-02-15 04:07:09-06
851,15,2022-02-15 04:07:09-06
852,3,2022-02-15 04:07:09-06
853,3,2022-02-15 04:07:09-06
854,11,2022-02-15 04:07:09-06
855,6,2022-02-15 04:07:09-06
856,11,2022-02-15 04:07:09-06
857,5,2022-02-15 04:07:09-06
858,5,2022-02-15 04:07:09-06
859,2,2022-02-15 04:07:09-06
860,14,2022-02-15 04:07:09-06
861,10,2022-02-15 04:07:09-06
862,4,2022-02-15 04:07:09-06
863,14,2022-02-15 04:07:09-06
864,3,2022-02-15 04:07:09-06
865,2,2022-02-15 04:07:09-06
866,8,2022-02-15 04:07:09-06
867,8,2022-02-15 04:07:09-06
868,16,2022-02-15 04:07:09-06
869,1,2022-02-15 04:07:09-06
870,11,2022-02-15 04:07:09-06
871,5,2022-02-15 04:07:09-06
872,16,2022-02-15 04:07:09-06
873,3,2022-02-15 04:07:09-06
874,4,2022-02-15 04:07:09-06
875,15,2022-02-15 04:07:09-06
876,11,2022-02-15 04:07:09-06
877,12,2022-02-15 04:07:09-06
878,16,2022-02-15 04:07:09-06
879,12,2022-02-15 04:07:09-06
880,2,2022-02-15 04:07:09-06
881,11,2022-02-15 04:07:09-06
882,7,2022-02-15 04:07:09-06
883,3,2022-02-15 04:07:09-06
884,12,2022-02-15 04:07:09-06
885,11,2022-02-15 04:07:09-06
886,2,2022-02-15 04:07:09-06
887,2,2022-02-15 04:07:09-06
888,6,2022-02-15 04:07:09-06
889,3,2022-02-15 04:07:09-06
890,15,2022-02-15 04:07:09-06
891,4,2022-02-15 04:07:09-06
892,2,2022-02-15 04:07:09-06
893,14,2022-02-15 04:07:09-06
894,16,2022-02-15 04:07:09-06
895,4,2022-02-15 04:07:09-06
896,3,2022-02-15 04:07:09-06
897,7,2022-02-15 04:07:09-06
898,15,2022-02-15 04:07:09-06
899,4,2022-02-15 04:07:09-06
900,9,2022-02-15 04:07:09-06
901,2,2022-02-15 04:07:09-06
902,15,2022-02-15 04:07:09-06
903,16,2022-02-15 04:07:09-06
904,11,2022-02-15 04:07:09-06
905,5,2022-02-15 04:07:09-06
906,5,2022-02-15 04:07:09-06
907,7,2022-02-15 04:07:09-06
908,9,2022-02-15 04:07:09-06
909,11,2022-02-15 04:07:09-06
910,7,2022-02-15 04:07:09-06
911,1,2022-02-15 04:07:09-06
912,14,2022-02-15 04:07:09-06
913,13,2022-02-15 04:07:09-06
914,16,2022-02-15 04:07:09-06
915,1,2022-02-15 04:07:09-06
916,2,2022-02-15 04:07:09-06
917,15,2022-02-15 04:07:09-06
918,3,2022-02-15 04:07:09-06
919,10,2022-02-15 04:07:09-06
920,13,2022-02-15 04:07:09-06
921,12,2022-02-15 04:07:09-06
922,11,2022-02-15 04:07:09-06
923,7,2022-02-15 04:07:09-06
924,14,2022-02-15 04:07:09-06
925,6,2022-02-15 04:07:09-06
926,6,2022-02-15 04:07:09-06
927,1,2022-02-15 04:07:09-06
928,3,2022-02-15 04:07:09-06
929,9,2022-02-15 04:07:09-06
930,14,2022-02-15 04:07:09-06
931,16,2022-02-15 04:07:09-06
932,5,2022-02-15 04:07:09-06
933,13,2022-02-15 04:07:09-06
934,10,2022-02-15 04:07:09-06
935,13,2022-02-15 04:07:09-06
936,12,2022-02-15 04:07:09-06
937,13,2022-02-15 04:07:09-06
938,5,2022-02-15 04:07:09-06
939,5,2022-02-15 04:07:09-06
940,15,2022-02-15 04:07:09-06
941,10,2022-02-15 04:07:09-06
942,7,2022-02-15 04:07:09-06
943,6,2022-02-15 04:07:09-06
944,7,2022-02-15 04:07:09-06
945,6,2022-02-15 04:07:09-06
946,8,2022-02-15 04:07:09-06
947,9,2022-02-15 04:07:09-06
948,13,2022-02-15 04:07:09-06
949,10,2022-02-15 04:07:09-06
950,4,2022-02-15 04:07:09-06
951,4,2022-02-15 04:07:09-06
952,6,2022-02-15 04:07:09-06
953,2,2022-02-15 04:07:09-06
954,13,2022-02-15 04:07:09-06
955,3,2022-02-15 04:07:09-06
956,10,2022-02-15 04:07:09-06
957,9,2022-02-15 04:07:09-06
958,7,2022-02-15 04:07:09-06
959,3,2022-02-15 04:07:09-06
960,6,2022-02-15 04:07:09-06
961,9,2022-02-15 04:07:09-06
962,4,2022-02-15 04:07:09-06
963,2,2022-02-15 04:07:09-06
964,1,2022-02-15 04:07:09-06
965,11,2022-02-15 04:07:09-06
966,6,2022-02-15 04:07:09-06
967,14,2022-02-15 04:07:09-06
968,1,2022-02-15 04:07:09-06
969,7,2022-02-15 04:07:09-06
970,4,2022-02-15 04:07:09-06
971,9,2022-02-15 04:07:09-06
972,14,2022-02-15 04:07:09-06
973,6,2022-02-15 04:07:09-06
974,13,2022-02-15 04:07:09-06
975,8,2022-02-15 04:07:09-06
976,10,2022-02-15 04:07:09-06
977,16,2022-02-15 04:07:09-06
978,5,2022-02-15 04:07:09-06
979,7,2022-02-15 04:07:09-06
980,12,2022-02-15 04:07:09-06
981,16,2022-02-15 04:07:09-06
982,1,2022-02-15 04:07:09-06
983,12,2022-02-15 04:07:09-06
984,9,2022-02-15 04:07:09-06
985,14,2022-02-15 04:07:09-06
986,2,2022-02-15 04:07:09-06
987,12,2022-02-15 04:07:09-06
988,16,2022-02-15 04:07:09-06
989,16,2022-02-15 04:07:09-06
990,11,2022-02-15 04:07:09-06
991,1,2022-02-15 04:07:09-06
992,6,2022-02-15 04:07:09-06
993,3,2022-02-15 04:07:09-06
994,13,2022-02-15 04:07:09-06
995,11,2022-02-15 04:07:09-06
996,6,2022-02-15 04:07:09-06
997,12,2022-02-15 04:07:09-06
998,11,2022-02-15 04:07:09-06
999,3,2022-02-15 04:07:09-06
1000,5,2022-02-15 04:07:09-06
