rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
1446,2022-06-15 12:13:45-06,1989,506,2022-06-23 12:43:45-06,2,2022-02-15 20:30:53-06
1447,2022-06-15 12:13:51-06,984,471,2022-06-21 15:56:51-06,1,2022-02-15 20:30:53-06
1448,2022-06-15 12:17:16-06,2781,246,2022-06-23 14:56:16-06,2,2022-02-15 20:30:53-06
1449,2022-06-15 12:19:16-06,1525,471,2022-06-18 08:24:16-06,2,2022-02-15 20:30:53-06
1450,2022-06-15 12:22:08-06,4132,268,2022-06-16 10:53:08-06,2,2022-02-15 20:30:53-06
1451,2022-06-15 12:30:18-06,3560,18,2022-06-19 12:22:18-06,2,2022-02-15 20:30:53-06
1452,2022-06-15 12:32:52-06,4348,243,2022-06-16 06:45:52-06,1,2022-02-15 20:30:53-06
1453,2022-06-15 12:36:39-06,3274,457,2022-06-18 17:16:39-06,2,2022-02-15 20:30:53-06
1454,2022-06-15 12:49:41-06,102,298,2022-06-17 08:17:41-06,2,2022-02-15 20:30:53-06
1455,2022-06-15 12:51:06-06,2194,358,2022-06-18 14:54:06-06,2,2022-02-15 20:30:53-06
1456,2022-06-15 13:00:11-06,632,590,2022-06-23 11:03:11-06,2,2022-02-15 20:30:53-06
1457,2022-06-15 13:05:49-06,730,345,2022-06-19 08:35:49-06,1,2022-02-15 20:30:53-06
1458,2022-06-15 13:24:05-06,3546,178,2022-06-20 18:22:05-06,1,2022-02-15 20:30:53-06
1459,2022-06-15 13:25:53-06,1862,218,2022-06-22 16:34:53-06,2,2022-02-15 20:30:53-06
1460,2022-06-15 13:27:02-06,1405,565,2022-06-16 09:21:02-06,1,2022-02-15 20:30:53-06
1461,2022-06-15 13:32:08-06,4479,216,2022-06-22 18:08:08-06,1,2022-02-15 20:30:53-06
1462,2022-06-15 13:37:40-06,653,187,2022-06-18 12:36:40-06,2,2022-02-15 20:30:53-06
1463,2022-06-15 13:37:51-06,2984,569,2022-06-21 09:46:51-06,2,2022-02-15 20:30:53-06
1464,2022-06-15 13:38:14-06,4113,387,2022-06-17 07:52:14-06,2,2022-02-15 20:30:53-06
1465,2022-06-15 13:43:08-06,609,387,2022-06-18 16:00:08-06,1,2022-02-15 20:30:53-06
1466,2022-06-15 13:46:04-06,1057,288,2022-06-24 15:46:04-06,1,2022-02-15 20:30:53-06
1467,2022-06-15 13:47:10-06,688,506,2022-06-21 17:30:10-06,1,2022-02-15 20:30:53-06
1468,2022-06-15 13:48:22-06,228,230,2022-06-21 12:48:22-06,1,2022-02-15 20:30:53-06
1469,2022-06-15 13:52:36-06,2451,580,2022-06-21 12:55:36-06,1,2022-02-15 20:30:53-06
1470,2022-06-15 13:53:07-06,4044,11,2022-06-24 19:12:07-06,1,2022-02-15 20:30:53-06
1471,2022-06-15 13:53:26-06,565,428,2022-06-24 11:25:26-06,2,2022-02-15 20:30:53-06
1472,2022-06-15 13:54:55-06,4233,373,2022-06-24 14:52:55-06,2,2022-02-15 20:30:53-06
1473,2022-06-15 13:55:20-06,2377,249,2022-06-21 09:40:20-06,2,2022-02-15 20:30:53-06
1474,2022-06-15 13:55:42-06,164,202,2022-06-18 19:41:42-06,2,2022-02-15 20:30:53-06
1475,2022-06-15 14:08:01-06,1834,344,2022-06-18 15:33:01-06,2,2022-02-15 20:30:53-06
1476,2022-06-15 14:08:46-06,1407,1,2022-06-24 19:26:46-06,1,2022-02-15 20:30:53-06
1477,2022-06-15 14:11:18-06,418,51,2022-06-18 19:05:18-06,1,2022-02-15 20:30:53-06
1478,2022-06-15 14:12:13-06,435,336,2022-06-18 14:43:13-06,2,2022-02-15 20:30:53-06
1479,2022-06-15 14:13:38-06,172,592,2022-06-16 18:26:38-06,2,2022-02-15 20:30:53-06
1480,2022-06-15 14:17:17-06,2598,27,2022-06-23 15:01:17-06,1,2022-02-15 20:30:53-06
1481,2022-06-15 14:17:58-06,3041,125,2022-06-18 10:53:58-06,2,2022-02-15 20:30:53-06
1482,2022-06-15 14:18:16-06,3980,60,2022-06-16 10:07:16-06,1,2022-02-15 20:30:53-06
1483,2022-06-15 14:21:58-06,1926,242,2022-06-23 17:44:58-06,2,2022-02-15 20:30:53-06
1484,2022-06-15 14:22:35-06,1589,320,2022-06-19 19:27:35-06,2,2022-02-15 20:30:53-06
1485,2022-06-15 14:24:10-06,194,281,2022-06-24 16:03:10-06,1,2022-02-15 20:30:53-06
1486,2022-06-15 14:25:30-06,847,62,2022-06-16 09:36:30-06,1,2022-02-15 20:30:53-06
1487,2022-06-15 14:27:42-06,3791,76,2022-06-21 20:09:42-06,2,2022-02-15 20:30:53-06
1488,2022-06-15 14:39:54-06,1081,355,2022-06-16 13:33:54-06,1,2022-02-15 20:30:53-06
1489,2022-06-15 14:41:38-06,699,213,2022-06-22 10:00:38-06,1,2022-02-15 20:30:53-06
1490,2022-06-15 14:42:17-06,3515,123,2022-06-21 19:01:17-06,2,2022-02-15 20:30:53-06
1491,2022-06-15 14:48:18-06,848,354,2022-06-20 09:40:18-06,1,2022-02-15 20:30:53-06
1492,2022-06-15 14:48:35-06,4148,360,2022-06-17 10:18:35-06,1,2022-02-15 20:30:53-06
1493,2022-06-15 14:50:32-06,4581,235,2022-06-16 18:02:32-06,2,2022-02-15 20:30:53-06
1494,2022-06-15 14:54:20-06,244,575,2022-06-19 11:46:20-06,1,2022-02-15 20:30:53-06
1495,2022-06-15 14:54:31-06,1842,175,2022-06-18 17:08:31-06,2,2022-02-15 20:30:53-06
1496,2022-06-15 14:55:58-06,3915,290,2022-06-16 19:28:58-06,2,2022-02-15 20:30:53-06
1497,2022-06-15 14:56:39-06,2958,44,2022-06-20 13:32:39-06,1,2022-02-15 20:30:53-06
1498,2022-06-15 14:58:00-06,3690,352,2022-06-17 14:50:00-06,1,2022-02-15 20:30:53-06
1499,2022-06-15 14:58:07-06,165,375,2022-06-22 12:37:07-06,2,2022-02-15 20:30:53-06
1500,2022-06-15 15:00:45-06,2652,237,2022-06-18 09:19:45-06,2,2022-02-15 20:30:53-06
1501,2022-06-15 15:02:35-06,1780,148,2022-06-23 11:59:35-06,1,2022-02-15 20:30:53-06
1502,2022-06-15 15:03:14-06,3277,5,2022-06-23 11:42:14-06,2,2022-02-15 20:30:53-06
1503,2022-06-15 15:07:09-06,763,197,2022-06-20 16:15:09-06,1,2022-02-15 20:30:53-06
1504,2022-06-15 15:08:06-06,3621,423,2022-06-23 18:16:06-06,2,2022-02-15 20:30:53-06
1505,2022-06-15 15:12:50-06,2961,561,2022-06-17 14:37:50-06,2,2022-02-15 20:30:53-06
1506,2022-06-15 15:19:37-06,4085,404,2022-06-22 11:28:37-06,1,2022-02-15 20:30:53-06
1507,2022-06-15 15:25:26-06,2514,172,2022-06-19 10:00:26-06,1,2022-02-15 20:30:53-06
1508,2022-06-15 15:33:24-06,1141,511,2022-06-17 19:27:24-06,2,2022-02-15 20:30:53-06
1509,2022-06-15 15:35:53-06,655,167,2022-06-23 10:09:53-06,2,2022-02-15 20:30:53-06
1510,2022-06-15 15:39:34-06,989,338,2022-06-24 12:21:34-06,2,2022-02-15 20:30:53-06
1511,2022-06-15 15:45:06-06,1135,330,2022-06-22 15:48:06-06,1,2022-02-15 20:30:53-06
1512,2022-06-15 15:53:03-06,1628,452,2022-06-23 11:56:03-06,1,2022-02-15 20:30:53-06
1513,2022-06-15 15:53:30-06,1173,368,2022-06-22 18:00:30-06,1,2022-02-15 20:30:53-06
1514,2022-06-15 15:57:34-06,2937,410,2022-06-19 13:27:34-06,1,2022-02-15 20:30:53-06
1515,2022-06-15 16:07:50-06,3244,115,2022-06-19 19:33:50-06,2,2022-02-15 20:30:53-06
1516,2022-06-15 16:11:10-06,3702,530,2022-06-17 13:37:10-06,1,2022-02-15 20:30:53-06
1517,2022-06-15 16:20:26-06,3728,148,2022-06-23 16:23:26-06,1,2022-02-15 20:30:53-06
1518,2022-06-15 16:36:37-06,4537,237,2022-06-16 11:24:37-06,2,2022-02-15 20:30:53-06
1519,2022-06-15 16:55:27-06,1553,155,2022-06-20 21:06:27-06,2,2022-02-15 20:30:53-06
1520,2022-06-15 16:57:20-06,3419,341,2022-06-24 16:46:20-06,1,2022-02-15 20:30:53-06
1521,2022-06-15 16:58:53-06,4299,149,2022-06-17 20:10:53-06,1,2022-02-15 20:30:53-06
1522,2022-06-15 17:17:39-06,235,133,2022-06-21 22:38:39-06,1,2022-02-15 20:30:53-06
1523,2022-06-15 17:18:40-06,681,349,2022-06-16 19:50:40-06,2,2022-02-15 20:30:53-06
1524,2022-06-15 17:25:52-06,3439,177,2022-06-18 20:32:52-06,1,2022-02-15 20:30:53-06
1525,2022-06-15 17:26:07-06,1467,304,2022-06-19 15:37:07-06,2,2022-02-15 20:30:53-06
1526,2022-06-15 17:27:51-06,1940,499,2022-06-18 17:19:51-06,1,2022-02-15 20:30:53-06
1527,2022-06-15 17:31:40-06,296,188,2022-06-20 22:20:40-06,1,2022-02-15 20:30:53-06
1528,2022-06-15 17:32:52-06,4297,110,2022-06-24 18:07:52-06,2,2022-02-15 20:30:53-06
1529,2022-06-15 17:37:35-06,1688,362,2022-06-22 11:58:35-06,2,2022-02-15 20:30:53-06
1530,2022-06-15 17:38:07-06,2421,392,2022-06-23 19:45:07-06,2,2022-02-15 20:30:53-06
1531,2022-06-15 17:40:34-06,1388,515,2022-06-21 19:44:34-06,1,2022-02-15 20:30:53-06
1532,2022-06-15 17:41:31-06,3793,290,2022-06-20 14:36:31-06,1,2022-02-15 20:30:53-06
1533,2022-06-15 17:46:02-06,2452,116,2022-06-17 13:11:02-06,1,2022-02-15 20:30:53-06
1534,2022-06-15 17:49:32-06,3124,42,2022-06-17 19:41:32-06,1,2022-02-15 20:30:53-06
1535,2022-06-15 17:52:04-06,1096,202,2022-06-20 15:47:04-06,2,2022-02-15 20:30:53-06
1536,2022-06-15 17:52:22-06,3248,339,2022-06-17 14:43:22-06,1,2022-02-15 20:30:53-06
1537,2022-06-15 17:52:51-06,4577,594,2022-06-20 12:33:51-06,2,2022-02-15 20:30:53-06
1538,2022-06-15 18:05:50-06,708,430,2022-06-18 12:48:50-06,1,2022-02-15 20:30:53-06
1539,2022-06-15 18:11:25-06,267,390,2022-06-22 20:43:25-06,2,2022-02-15 20:30:53-06
1540,2022-06-15 18:14:56-06,2707,586,2022-06-20 16:31:56-06,2,2022-02-15 20:30:53-06
1541,2022-06-15 18:15:59-06,1911,189,2022-06-22 14:26:59-06,2,2022-02-15 20:30:53-06
1542,2022-06-15 18:20:05-06,1714,182,2022-06-21 20:59:05-06,1,2022-02-15 20:30:53-06
1543,2022-06-15 18:24:08-06,1188,28,2022-06-17 23:24:08-06,2,2022-02-15 20:30:53-06
1544,2022-06-15 18:28:22-06,269,43,2022-06-16 23:57:22-06,2,2022-02-15 20:30:53-06
1545,2022-06-15 18:31:23-06,762,563,2022-06-23 22:50:23-06,1,2022-02-15 20:30:53-06
1546,2022-06-15 18:34:05-06,3913,3,2022-06-23 21:27:05-06,1,2022-02-15 20:30:53-06
1547,2022-06-15 18:42:24-06,2909,343,2022-06-18 18:13:24-06,1,2022-02-15 20:30:53-06
1548,2022-06-15 18:43:33-06,2094,374,2022-06-23 15:04:33-06,2,2022-02-15 20:30:53-06
1549,2022-06-15 18:57:15-06,266,69,2022-06-18 16:30:15-06,1,2022-02-15 20:30:53-06
1550,2022-06-15 18:58:35-06,2003,345,2022-06-18 16:56:35-06,1,2022-02-15 20:30:53-06
1551,2022-06-15 19:01:15-06,4088,268,2022-06-22 00:33:15-06,1,2022-02-15 20:30:53-06
1552,2022-06-15 19:01:37-06,819,518,2022-06-20 17:59:37-06,2,2022-02-15 20:30:53-06
1553,2022-06-15 19:02:44-06,4026,416,2022-06-19 00:50:44-06,1,2022-02-15 20:30:53-06
1554,2022-06-15 19:16:47-06,715,155,2022-06-21 22:15:47-06,1,2022-02-15 20:30:53-06
1555,2022-06-15 19:17:07-06,4168,256,2022-06-21 23:28:07-06,1,2022-02-15 20:30:53-06
1556,2022-06-15 19:19:02-06,533,54,2022-06-17 15:36:02-06,2,2022-02-15 20:30:53-06
1557,2022-06-15 19:28:35-06,2617,439,2022-06-16 15:11:35-06,2,2022-02-15 20:30:53-06
1558,2022-06-15 19:33:53-06,4350,20,2022-06-19 13:50:53-06,2,2022-02-15 20:30:53-06
1559,2022-06-15 19:35:03-06,716,574,2022-06-19 14:22:03-06,1,2022-02-15 20:30:53-06
1560,2022-06-15 19:36:43-06,3418,239,2022-06-24 16:10:43-06,2,2022-02-15 20:30:53-06
1561,2022-06-15 19:41:30-06,2263,431,2022-06-21 22:19:30-06,1,2022-02-15 20:30:53-06
1562,2022-06-15 19:46:27-06,595,395,2022-06-22 17:56:27-06,2,2022-02-15 20:30:53-06
1563,2022-06-15 19:46:28-06,1516,262,2022-06-17 19:37:28-06,1,2022-02-15 20:30:53-06
1564,2022-06-15 19:47:07-06,145,343,2022-06-23 20:12:07-06,1,2022-02-15 20:30:53-06
1565,2022-06-15 20:13:09-06,3833,506,2022-06-16 15:42:09-06,2,2022-02-15 20:30:53-06
1566,2022-06-15 20:13:20-06,3215,174,2022-06-23 18:59:20-06,2,2022-02-15 20:30:53-06
1567,2022-06-15 20:13:30-06,3098,320,2022-06-21 16:56:30-06,1,2022-02-15 20:30:53-06
1568,2022-06-15 20:14:01-06,635,178,2022-06-19 14:17:01-06,2,2022-02-15 20:30:53-06
1569,2022-06-15 20:19:09-06,3927,363,2022-06-18 14:55:09-06,2,2022-02-15 20:30:53-06
1570,2022-06-15 20:21:33-06,3711,82,2022-06-22 15:03:33-06,2,2022-02-15 20:30:53-06
1571,2022-06-15 20:22:00-06,1019,54,2022-06-22 16:27:00-06,1,2022-02-15 20:30:53-06
1572,2022-06-15 20:23:22-06,4179,560,2022-06-19 23:03:22-06,2,2022-02-15 20:30:53-06
1573,2022-06-15 20:31:39-06,4536,371,2022-06-24 21:04:39-06,1,2022-02-15 20:30:53-06
1574,2022-06-15 20:39:56-06,161,305,2022-06-21 22:40:56-06,2,2022-02-15 20:30:53-06
1575,2022-06-15 20:41:38-06,3317,6,2022-06-21 20:01:38-06,2,2022-02-15 20:30:53-06
1576,2022-06-15 20:54:39-06,1014,442,2022-06-24 14:55:39-06,2,2022-02-15 20:30:53-06
1577,2022-06-15 21:03:28-06,367,327,2022-06-24 15:40:28-06,2,2022-02-15 20:30:53-06
1578,2022-06-15 21:08:16-06,3397,365,2022-06-23 00:57:16-06,1,2022-02-15 20:30:53-06
1579,2022-06-15 21:09:08-06,158,35,2022-06-20 22:21:08-06,2,2022-02-15 20:30:53-06
1580,2022-06-15 21:12:25-06,2479,87,2022-06-19 23:53:25-06,1,2022-02-15 20:30:53-06
1581,2022-06-15 21:28:45-06,4004,109,2022-06-18 00:07:45-06,1,2022-02-15 20:30:53-06
1582,2022-06-15 21:31:57-06,163,536,2022-06-21 18:25:57-06,1,2022-02-15 20:30:53-06
1583,2022-06-15 21:44:23-06,270,37,2022-06-17 20:44:23-06,1,2022-02-15 20:30:53-06
1584,2022-06-15 21:50:50-06,3545,434,2022-06-21 15:51:50-06,2,2022-02-15 20:30:53-06
1585,2022-06-15 21:51:13-06,1708,386,2022-06-23 17:23:13-06,2,2022-02-15 20:30:53-06
1586,2022-06-15 21:51:18-06,769,140,2022-06-20 23:54:18-06,2,2022-02-15 20:30:53-06
1587,2022-06-15 21:52:28-06,1781,62,2022-06-23 00:36:28-06,1,2022-02-15 20:30:53-06
1588,2022-06-15 21:53:21-06,4472,322,2022-06-25 00:29:21-06,2,2022-02-15 20:30:53-06
1589,2022-06-15 21:58:03-06,4307,293,2022-06-24 01:36:03-06,1,2022-02-15 20:30:53-06
1590,2022-06-15 22:11:41-06,3685,98,2022-06-23 03:11:41-06,1,2022-02-15 20:30:53-06
1591,2022-06-15 22:12:37-06,1648,83,2022-06-24 23:28:37-06,2,2022-02-15 20:30:53-06
1592,2022-06-15 22:14:37-06,3798,187,2022-06-20 03:52:37-06,2,2022-02-15 20:30:53-06
1593,2022-06-15 22:14:52-06,766,111,2022-06-24 01:00:52-06,2,2022-02-15 20:30:53-06
1594,2022-06-15 22:15:12-06,3858,470,2022-06-24 17:38:12-06,1,2022-02-15 20:30:53-06
1595,2022-06-15 22:23:46-06,1481,244,2022-06-19 17:37:46-06,1,2022-02-15 20:30:53-06
1596,2022-06-15 22:30:58-06,2552,416,2022-06-20 21:18:58-06,2,2022-02-15 20:30:53-06
1597,2022-06-15 22:47:03-06,743,432,2022-06-17 21:21:03-06,1,2022-02-15 20:30:53-06
1598,2022-06-15 23:02:39-06,4171,314,2022-06-23 02:09:39-06,1,2022-02-15 20:30:53-06
1599,2022-06-15 23:03:33-06,1476,215,2022-06-21 00:46:33-06,2,2022-02-15 20:30:53-06
1600,2022-06-15 23:04:12-06,2264,196,2022-06-19 02:39:12-06,2,2022-02-15 20:30:53-06
1601,2022-06-15 23:11:13-06,3115,428,2022-06-21 01:57:13-06,2,2022-02-15 20:30:53-06
1602,2022-06-15 23:12:40-06,1777,441,2022-06-18 20:50:40-06,2,2022-02-15 20:30:53-06
1603,2022-06-15 23:14:03-06,3308,395,2022-06-16 23:04:03-06,2,2022-02-15 20:30:53-06
1604,2022-06-15 23:14:25-06,3226,272,2022-06-16 20:53:25-06,2,2022-02-15 20:30:53-06
1605,2022-06-15 23:17:55-06,593,197,2022-06-24 18:25:55-06,1,2022-02-15 20:30:53-06
1606,2022-06-15 23:18:31-06,4290,253,2022-06-25 02:15:31-06,1,2022-02-15 20:30:53-06
1607,2022-06-15 23:25:35-06,3289,513,2022-06-19 19:50:35-06,2,2022-02-15 20:30:53-06
1608,2022-06-15 23:28:57-06,2581,386,2022-06-23 22:20:57-06,2,2022-02-15 20:30:53-06
1609,2022-06-15 23:34:59-06,2279,174,2022-06-17 02:41:59-06,2,2022-02-15 20:30:53-06
1610,2022-06-15 23:36:33-06,3551,534,2022-06-19 00:12:33-06,1,2022-02-15 20:30:53-06
1611,2022-06-15 23:41:35-06,1739,393,2022-06-24 23:13:35-06,2,2022-02-15 20:30:53-06
1612,2022-06-15 23:52:05-06,3025,355,2022-06-18 18:51:05-06,1,2022-02-15 20:30:53-06
1613,2022-06-15 23:55:10-06,4462,573,2022-06-24 05:08:10-06,1,2022-02-15 20:30:53-06
1614,2022-06-15 23:58:02-06,23,489,2022-06-23 04:24:02-06,1,2022-02-15 20:30:53-06
1615,2022-06-16 00:00:28-06,3894,362,2022-06-25 01:53:28-06,1,2022-02-15 20:30:53-06
1616,2022-06-16 00:04:52-06,2296,204,2022-06-23 21:06:52-06,1,2022-02-15 20:30:53-06
1617,2022-06-16 00:06:06-06,1382,83,2022-06-24 20:35:06-06,1,2022-02-15 20:30:53-06
1618,2022-06-16 00:08:38-06,3741,134,2022-06-24 22:26:38-06,2,2022-02-15 20:30:53-06
1619,2022-06-16 00:14:13-06,4258,232,2022-06-18 22:50:13-06,2,2022-02-15 20:30:53-06
1620,2022-06-16 00:21:30-06,389,561,2022-06-17 02:46:30-06,1,2022-02-15 20:30:53-06
1621,2022-06-16 00:24:12-06,3677,177,2022-06-18 19:35:12-06,1,2022-02-15 20:30:53-06
1622,2022-06-16 00:33:18-06,1774,311,2022-06-21 00:23:18-06,1,2022-02-15 20:30:53-06
1623,2022-06-16 00:48:50-06,4485,378,2022-06-16 20:53:50-06,2,2022-02-15 20:30:53-06
1624,2022-06-16 00:48:57-06,1066,314,2022-06-16 22:52:57-06,1,2022-02-15 20:30:53-06
1625,2022-06-16 00:49:08-06,3367,39,2022-06-24 02:08:08-06,2,2022-02-15 20:30:53-06
1626,2022-06-16 00:49:47-06,694,260,2022-06-22 06:32:47-06,2,2022-02-15 20:30:53-06
1627,2022-06-16 00:51:09-06,4135,468,2022-06-23 19:24:09-06,1,2022-02-15 20:30:53-06
1628,2022-06-16 00:52:55-06,868,427,2022-06-25 04:09:55-06,1,2022-02-15 20:30:53-06
1629,2022-06-16 00:53:47-06,4375,339,2022-06-22 06:03:47-06,1,2022-02-15 20:30:53-06
1630,2022-06-16 00:55:01-06,2413,130,2022-06-18 23:38:01-06,1,2022-02-15 20:30:53-06
1631,2022-06-16 01:01:02-06,2466,5,2022-06-19 02:04:02-06,1,2022-02-15 20:30:53-06
1632,2022-06-16 01:03:42-06,1518,319,2022-06-16 20:40:42-06,1,2022-02-15 20:30:53-06
1633,2022-06-16 01:08:40-06,280,4,2022-06-17 04:12:40-06,1,2022-02-15 20:30:53-06
1634,2022-06-16 01:16:05-06,3990,121,2022-06-16 21:49:05-06,1,2022-02-15 20:30:53-06
1635,2022-06-16 01:26:56-06,1187,566,2022-06-24 23:17:56-06,2,2022-02-15 20:30:53-06
1636,2022-06-16 01:28:54-06,2052,574,2022-06-24 02:23:54-06,1,2022-02-15 20:30:53-06
1637,2022-06-16 01:29:58-06,906,212,2022-06-22 21:55:58-06,2,2022-02-15 20:30:53-06
1638,2022-06-16 01:32:36-06,1905,181,2022-06-18 00:11:36-06,2,2022-02-15 20:30:53-06
1639,2022-06-16 01:33:39-06,176,450,2022-06-25 00:51:39-06,1,2022-02-15 20:30:53-06
1640,2022-06-16 01:35:39-06,443,86,2022-06-16 22:37:39-06,2,2022-02-15 20:30:53-06
1641,2022-06-16 01:46:26-06,2925,259,2022-06-24 07:39:26-06,2,2022-02-15 20:30:53-06
1642,2022-06-16 01:54:15-06,3875,287,2022-06-18 05:36:15-06,1,2022-02-15 20:30:53-06
1643,2022-06-16 01:55:35-06,1352,484,2022-06-20 22:36:35-06,2,2022-02-15 20:30:53-06
1644,2022-06-16 01:58:18-06,749,596,2022-06-20 23:47:18-06,1,2022-02-15 20:30:53-06
1645,2022-06-16 02:10:06-06,4434,234,2022-06-22 21:36:06-06,2,2022-02-15 20:30:53-06
1646,2022-06-16 02:12:53-06,4037,131,2022-06-24 01:03:53-06,2,2022-02-15 20:30:53-06
1647,2022-06-16 02:14:58-06,1936,454,2022-06-17 03:46:58-06,1,2022-02-15 20:30:53-06
1648,2022-06-16 02:17:07-06,457,427,2022-06-23 23:31:07-06,2,2022-02-15 20:30:53-06
1649,2022-06-16 02:20:33-06,390,352,2022-06-18 06:42:33-06,1,2022-02-15 20:30:53-06
1650,2022-06-16 02:23:20-06,4125,299,2022-06-23 04:25:20-06,1,2022-02-15 20:30:53-06
1651,2022-06-16 02:24:38-06,4444,524,2022-06-17 02:50:38-06,2,2022-02-15 20:30:53-06
1652,2022-06-16 02:31:37-06,3416,533,2022-06-19 07:02:37-06,2,2022-02-15 20:30:53-06
1653,2022-06-16 02:34:45-06,2294,517,2022-06-18 02:13:45-06,1,2022-02-15 20:30:53-06
1654,2022-06-16 02:42:48-06,1039,348,2022-06-20 07:28:48-06,2,2022-02-15 20:30:53-06
1655,2022-06-16 02:51:39-06,3693,488,2022-06-23 07:53:39-06,2,2022-02-15 20:30:53-06
1656,2022-06-16 03:05:40-06,2253,31,2022-06-21 23:26:40-06,1,2022-02-15 20:30:53-06
1657,2022-06-16 03:06:49-06,953,209,2022-06-22 03:34:49-06,2,2022-02-15 20:30:53-06
1658,2022-06-16 03:07:10-06,272,568,2022-06-21 02:23:10-06,2,2022-02-15 20:30:53-06
1659,2022-06-16 03:11:46-06,1182,296,2022-06-20 06:51:46-06,1,2022-02-15 20:30:53-06
1660,2022-06-16 03:12:55-06,2374,238,2022-06-17 22:56:55-06,2,2022-02-15 20:30:53-06
1661,2022-06-16 03:12:57-06,2403,508,2022-06-24 02:23:57-06,2,2022-02-15 20:30:53-06
1662,2022-06-16 03:13:35-06,3552,378,2022-06-23 06:54:35-06,1,2022-02-15 20:30:53-06
1663,2022-06-16 03:14:15-06,1558,186,2022-06-23 01:34:15-06,2,2022-02-15 20:30:53-06
1664,2022-06-16 03:15:20-06,2464,216,2022-06-18 05:11:20-06,2,2022-02-15 20:30:53-06
1665,2022-06-16 03:16:02-06,2613,490,2022-06-23 02:32:02-06,1,2022-02-15 20:30:53-06
1666,2022-06-16 03:17:19-06,4019,557,2022-06-20 22:50:19-06,1,2022-02-15 20:30:53-06
1667,2022-06-16 03:18:59-06,2362,333,2022-06-22 07:45:59-06,2,2022-02-15 20:30:53-06
1668,2022-06-16 03:19:52-06,2483,569,2022-06-23 05:22:52-06,2,2022-02-15 20:30:53-06
1669,2022-06-16 03:20:20-06,360,73,2022-06-17 21:26:20-06,1,2022-02-15 20:30:53-06
1670,2022-06-16 03:26:33-06,2066,328,2022-06-19 00:15:33-06,1,2022-02-15 20:30:53-06
1671,2022-06-16 03:30:22-06,3805,135,2022-06-22 04:08:22-06,2,2022-02-15 20:30:53-06
1672,2022-06-16 03:37:34-06,4206,216,2022-06-22 22:30:34-06,1,2022-02-15 20:30:53-06
1673,2022-06-16 03:40:17-06,907,534,2022-06-18 09:13:17-06,1,2022-02-15 20:30:53-06
1674,2022-06-16 03:57:00-06,3606,234,2022-06-18 00:31:00-06,2,2022-02-15 20:30:53-06
1675,2022-06-16 04:04:47-06,3048,371,2022-06-23 23:56:47-06,2,2022-02-15 20:30:53-06
1676,2022-06-16 04:06:09-06,931,171,2022-06-20 22:17:09-06,1,2022-02-15 20:30:53-06
1677,2022-06-16 04:07:11-06,240,191,2022-06-23 03:50:11-06,1,2022-02-15 20:30:53-06
1678,2022-06-16 04:08:28-06,1856,352,2022-06-19 08:44:28-06,1,2022-02-15 20:30:53-06
1679,2022-06-16 04:11:01-06,3959,227,2022-06-23 01:11:01-06,1,2022-02-15 20:30:53-06
1680,2022-06-16 04:17:22-06,4441,469,2022-06-25 08:55:22-06,2,2022-02-15 20:30:53-06
1681,2022-06-16 04:38:17-06,530,255,2022-06-19 06:05:17-06,1,2022-02-15 20:30:53-06
1682,2022-06-16 04:54:25-06,2165,476,2022-06-22 04:09:25-06,2,2022-02-15 20:30:53-06
1683,2022-06-16 04:54:55-06,2361,494,2022-06-18 01:51:55-06,2,2022-02-15 20:30:53-06
1684,2022-06-16 04:57:34-06,806,485,2022-06-19 02:12:34-06,1,2022-02-15 20:30:53-06
1685,2022-06-16 05:06:57-06,2754,85,2022-06-21 09:53:57-06,2,2022-02-15 20:30:53-06
1686,2022-06-16 05:08:20-06,3883,529,2022-06-20 03:59:20-06,1,2022-02-15 20:30:53-06
1687,2022-06-16 05:09:20-06,3686,140,2022-06-17 23:18:20-06,2,2022-02-15 20:30:53-06
1688,2022-06-16 05:11:20-06,383,49,2022-06-18 01:39:20-06,2,2022-02-15 20:30:53-06
1689,2022-06-16 05:18:41-06,4036,48,2022-06-24 06:33:41-06,2,2022-02-15 20:30:53-06
1690,2022-06-16 05:24:18-06,1099,286,2022-06-25 08:00:18-06,1,2022-02-15 20:30:53-06
1691,2022-06-16 05:24:28-06,4438,492,2022-06-24 01:24:28-06,1,2022-02-15 20:30:53-06
1692,2022-06-16 05:30:19-06,3544,514,2022-06-17 10:31:19-06,2,2022-02-15 20:30:53-06
1693,2022-06-16 05:39:51-06,2386,421,2022-06-19 09:19:51-06,2,2022-02-15 20:30:53-06
1694,2022-06-16 05:40:23-06,147,532,2022-06-20 02:18:23-06,2,2022-02-15 20:30:53-06
1695,2022-06-16 05:40:28-06,4436,159,2022-06-22 06:41:28-06,1,2022-02-15 20:30:53-06
1696,2022-06-16 05:50:01-06,3928,502,2022-06-24 05:08:01-06,2,2022-02-15 20:30:53-06
1697,2022-06-16 05:55:20-06,1801,340,2022-06-23 10:41:20-06,2,2022-02-15 20:30:53-06
1698,2022-06-16 06:04:42-06,1474,407,2022-06-21 08:54:42-06,1,2022-02-15 20:30:53-06
1699,2022-06-16 06:05:09-06,4507,27,2022-06-17 02:53:09-06,2,2022-02-15 20:30:53-06
1700,2022-06-16 06:18:23-06,4251,456,2022-06-21 09:46:23-06,2,2022-02-15 20:30:53-06
