city_id,city,country_id,last_update
549,Tychy,76,2022-02-15 03:45:25-06
550,Udaipur,44,2022-02-15 03:45:25-06
551,Udine,49,2022-02-15 03:45:25-06
552,Ueda,50,2022-02-15 03:45:25-06
553,Uijongbu,86,2022-02-15 03:45:25-06
554,Uluberia,44,2022-02-15 03:45:25-06
555,Urawa,50,2022-02-15 03:45:25-06
556,Uruapan,60,2022-02-15 03:45:25-06
557,Usak,97,2022-02-15 03:45:25-06
558,Usolje-Sibirskoje,80,2022-02-15 03:45:25-06
559,Uttarpara-Kotrung,44,2022-02-15 03:45:25-06
560,Vaduz,55,2022-02-15 03:45:25-06
561,Valencia,104,2022-02-15 03:45:25-06
562,Valle de la Pascua,104,2022-02-15 03:45:25-06
563,Valle de Santiago,60,2022-02-15 03:45:25-06
564,Valparai,44,2022-02-15 03:45:25-06
565,Vancouver,20,2022-02-15 03:45:25-06
566,Varanasi (Benares),44,2022-02-15 03:45:25-06
567,Vicente Lpez,6,2022-02-15 03:45:25-06
568,Vijayawada,44,2022-02-15 03:45:25-06
569,Vila Velha,15,2022-02-15 03:45:25-06
570,Vilnius,56,2022-02-15 03:45:25-06
571,Vinh,105,2022-02-15 03:45:25-06
572,Vitria de Santo Anto,15,2022-02-15 03:45:25-06
573,Warren,103,2022-02-15 03:45:25-06
574,Weifang,23,2022-02-15 03:45:25-06
575,Witten,38,2022-02-15 03:45:25-06
576,Woodridge,8,2022-02-15 03:45:25-06
577,Wroclaw,76,2022-02-15 03:45:25-06
578,Xiangfan,23,2022-02-15 03:45:25-06
579,Xiangtan,23,2022-02-15 03:45:25-06
580,Xintai,23,2022-02-15 03:45:25-06
581,Xinxiang,23,2022-02-15 03:45:25-06
582,Yamuna Nagar,44,2022-02-15 03:45:25-06
583,Yangor,65,2022-02-15 03:45:25-06
584,Yantai,23,2022-02-15 03:45:25-06
585,Yaound,19,2022-02-15 03:45:25-06
586,Yerevan,7,2022-02-15 03:45:25-06
587,Yinchuan,23,2022-02-15 03:45:25-06
588,Yingkou,23,2022-02-15 03:45:25-06
589,York,102,2022-02-15 03:45:25-06
590,Yuncheng,23,2022-02-15 03:45:25-06
591,Yuzhou,23,2022-02-15 03:45:25-06
592,Zalantun,23,2022-02-15 03:45:25-06
593,Zanzibar,93,2022-02-15 03:45:25-06
594,Zaoyang,23,2022-02-15 03:45:25-06
595,Zapopan,60,2022-02-15 03:45:25-06
596,Zaria,69,2022-02-15 03:45:25-06
597,Zeleznogorsk,80,2022-02-15 03:45:25-06
598,Zhezqazghan,51,2022-02-15 03:45:25-06
599,Zhoushan,23,2022-02-15 03:45:25-06
600,Ziguinchor,83,2022-02-15 03:45:25-06
