inventory_id,film_id,store_id,last_update
665,143,2,2022-02-15 04:09:17-06
666,145,2,2022-02-15 04:09:17-06
667,145,2,2022-02-15 04:09:17-06
668,145,2,2022-02-15 04:09:17-06
669,146,1,2022-02-15 04:09:17-06
670,146,1,2022-02-15 04:09:17-06
671,146,1,2022-02-15 04:09:17-06
672,147,1,2022-02-15 04:09:17-06
673,147,1,2022-02-15 04:09:17-06
674,147,1,2022-02-15 04:09:17-06
675,147,2,2022-02-15 04:09:17-06
676,147,2,2022-02-15 04:09:17-06
677,147,2,2022-02-15 04:09:17-06
678,149,1,2022-02-15 04:09:17-06
679,149,1,2022-02-15 04:09:17-06
680,149,1,2022-02-15 04:09:17-06
681,149,2,2022-02-15 04:09:17-06
682,149,2,2022-02-15 04:09:17-06
683,149,2,2022-02-15 04:09:17-06
684,150,1,2022-02-15 04:09:17-06
685,150,1,2022-02-15 04:09:17-06
686,150,2,2022-02-15 04:09:17-06
687,150,2,2022-02-15 04:09:17-06
688,150,2,2022-02-15 04:09:17-06
689,150,2,2022-02-15 04:09:17-06
690,151,1,2022-02-15 04:09:17-06
691,151,1,2022-02-15 04:09:17-06
692,151,2,2022-02-15 04:09:17-06
693,151,2,2022-02-15 04:09:17-06
694,152,1,2022-02-15 04:09:17-06
695,152,1,2022-02-15 04:09:17-06
696,152,1,2022-02-15 04:09:17-06
697,152,1,2022-02-15 04:09:17-06
698,153,1,2022-02-15 04:09:17-06
699,153,1,2022-02-15 04:09:17-06
700,153,1,2022-02-15 04:09:17-06
701,153,1,2022-02-15 04:09:17-06
702,154,1,2022-02-15 04:09:17-06
703,154,1,2022-02-15 04:09:17-06
704,154,1,2022-02-15 04:09:17-06
705,154,2,2022-02-15 04:09:17-06
706,154,2,2022-02-15 04:09:17-06
707,154,2,2022-02-15 04:09:17-06
708,154,2,2022-02-15 04:09:17-06
709,155,1,2022-02-15 04:09:17-06
710,155,1,2022-02-15 04:09:17-06
711,155,2,2022-02-15 04:09:17-06
712,155,2,2022-02-15 04:09:17-06
713,155,2,2022-02-15 04:09:17-06
714,156,2,2022-02-15 04:09:17-06
715,156,2,2022-02-15 04:09:17-06
716,157,2,2022-02-15 04:09:17-06
717,157,2,2022-02-15 04:09:17-06
718,157,2,2022-02-15 04:09:17-06
719,158,1,2022-02-15 04:09:17-06
720,158,1,2022-02-15 04:09:17-06
721,158,2,2022-02-15 04:09:17-06
722,158,2,2022-02-15 04:09:17-06
723,158,2,2022-02-15 04:09:17-06
724,159,1,2022-02-15 04:09:17-06
725,159,1,2022-02-15 04:09:17-06
726,159,1,2022-02-15 04:09:17-06
727,159,1,2022-02-15 04:09:17-06
728,159,2,2022-02-15 04:09:17-06
729,159,2,2022-02-15 04:09:17-06
730,159,2,2022-02-15 04:09:17-06
731,160,1,2022-02-15 04:09:17-06
732,160,1,2022-02-15 04:09:17-06
733,160,2,2022-02-15 04:09:17-06
734,160,2,2022-02-15 04:09:17-06
735,160,2,2022-02-15 04:09:17-06
736,161,1,2022-02-15 04:09:17-06
737,161,1,2022-02-15 04:09:17-06
738,162,1,2022-02-15 04:09:17-06
739,162,1,2022-02-15 04:09:17-06
740,162,1,2022-02-15 04:09:17-06
741,162,2,2022-02-15 04:09:17-06
742,162,2,2022-02-15 04:09:17-06
743,162,2,2022-02-15 04:09:17-06
744,162,2,2022-02-15 04:09:17-06
745,163,2,2022-02-15 04:09:17-06
746,163,2,2022-02-15 04:09:17-06
747,163,2,2022-02-15 04:09:17-06
748,164,1,2022-02-15 04:09:17-06
749,164,1,2022-02-15 04:09:17-06
750,164,2,2022-02-15 04:09:17-06
751,164,2,2022-02-15 04:09:17-06
752,164,2,2022-02-15 04:09:17-06
753,165,1,2022-02-15 04:09:17-06
754,165,1,2022-02-15 04:09:17-06
755,165,1,2022-02-15 04:09:17-06
756,165,2,2022-02-15 04:09:17-06
757,165,2,2022-02-15 04:09:17-06
758,166,1,2022-02-15 04:09:17-06
759,166,1,2022-02-15 04:09:17-06
760,166,1,2022-02-15 04:09:17-06
761,166,1,2022-02-15 04:09:17-06
762,166,2,2022-02-15 04:09:17-06
763,166,2,2022-02-15 04:09:17-06
764,167,1,2022-02-15 04:09:17-06
765,167,1,2022-02-15 04:09:17-06
766,167,1,2022-02-15 04:09:17-06
767,167,1,2022-02-15 04:09:17-06
768,167,2,2022-02-15 04:09:17-06
769,167,2,2022-02-15 04:09:17-06
770,167,2,2022-02-15 04:09:17-06
771,168,1,2022-02-15 04:09:17-06
772,168,1,2022-02-15 04:09:17-06
773,169,1,2022-02-15 04:09:17-06
774,169,1,2022-02-15 04:09:17-06
775,169,2,2022-02-15 04:09:17-06
776,169,2,2022-02-15 04:09:17-06
777,170,1,2022-02-15 04:09:17-06
778,170,1,2022-02-15 04:09:17-06
779,170,2,2022-02-15 04:09:17-06
780,170,2,2022-02-15 04:09:17-06
781,170,2,2022-02-15 04:09:17-06
782,170,2,2022-02-15 04:09:17-06
783,172,1,2022-02-15 04:09:17-06
784,172,1,2022-02-15 04:09:17-06
785,172,1,2022-02-15 04:09:17-06
786,172,1,2022-02-15 04:09:17-06
787,172,2,2022-02-15 04:09:17-06
788,172,2,2022-02-15 04:09:17-06
789,172,2,2022-02-15 04:09:17-06
790,173,1,2022-02-15 04:09:17-06
791,173,1,2022-02-15 04:09:17-06
792,173,1,2022-02-15 04:09:17-06
793,173,2,2022-02-15 04:09:17-06
794,173,2,2022-02-15 04:09:17-06
795,174,1,2022-02-15 04:09:17-06
796,174,1,2022-02-15 04:09:17-06
797,174,1,2022-02-15 04:09:17-06
798,174,1,2022-02-15 04:09:17-06
799,174,2,2022-02-15 04:09:17-06
800,174,2,2022-02-15 04:09:17-06
801,174,2,2022-02-15 04:09:17-06
802,174,2,2022-02-15 04:09:17-06
803,175,1,2022-02-15 04:09:17-06
804,175,1,2022-02-15 04:09:17-06
805,175,2,2022-02-15 04:09:17-06
806,175,2,2022-02-15 04:09:17-06
807,175,2,2022-02-15 04:09:17-06
808,176,1,2022-02-15 04:09:17-06
809,176,1,2022-02-15 04:09:17-06
810,176,2,2022-02-15 04:09:17-06
811,176,2,2022-02-15 04:09:17-06
812,176,2,2022-02-15 04:09:17-06
813,176,2,2022-02-15 04:09:17-06
814,177,2,2022-02-15 04:09:17-06
815,177,2,2022-02-15 04:09:17-06
816,177,2,2022-02-15 04:09:17-06
817,178,1,2022-02-15 04:09:17-06
818,178,1,2022-02-15 04:09:17-06
819,179,1,2022-02-15 04:09:17-06
820,179,1,2022-02-15 04:09:17-06
821,179,1,2022-02-15 04:09:17-06
822,179,1,2022-02-15 04:09:17-06
823,180,2,2022-02-15 04:09:17-06
824,180,2,2022-02-15 04:09:17-06
825,181,1,2022-02-15 04:09:17-06
826,181,1,2022-02-15 04:09:17-06
827,181,1,2022-02-15 04:09:17-06
828,181,2,2022-02-15 04:09:17-06
829,181,2,2022-02-15 04:09:17-06
830,181,2,2022-02-15 04:09:17-06
831,181,2,2022-02-15 04:09:17-06
832,182,1,2022-02-15 04:09:17-06
833,182,1,2022-02-15 04:09:17-06
834,183,1,2022-02-15 04:09:17-06
835,183,1,2022-02-15 04:09:17-06
836,183,1,2022-02-15 04:09:17-06
837,183,2,2022-02-15 04:09:17-06
838,183,2,2022-02-15 04:09:17-06
839,183,2,2022-02-15 04:09:17-06
840,184,1,2022-02-15 04:09:17-06
841,184,1,2022-02-15 04:09:17-06
842,184,2,2022-02-15 04:09:17-06
843,184,2,2022-02-15 04:09:17-06
844,184,2,2022-02-15 04:09:17-06
845,185,1,2022-02-15 04:09:17-06
846,185,1,2022-02-15 04:09:17-06
847,186,1,2022-02-15 04:09:17-06
848,186,1,2022-02-15 04:09:17-06
849,186,2,2022-02-15 04:09:17-06
850,186,2,2022-02-15 04:09:17-06
851,187,2,2022-02-15 04:09:17-06
852,187,2,2022-02-15 04:09:17-06
853,187,2,2022-02-15 04:09:17-06
854,188,1,2022-02-15 04:09:17-06
855,188,1,2022-02-15 04:09:17-06
856,188,1,2022-02-15 04:09:17-06
857,189,1,2022-02-15 04:09:17-06
858,189,1,2022-02-15 04:09:17-06
859,189,2,2022-02-15 04:09:17-06
860,189,2,2022-02-15 04:09:17-06
861,189,2,2022-02-15 04:09:17-06
862,189,2,2022-02-15 04:09:17-06
863,190,2,2022-02-15 04:09:17-06
864,190,2,2022-02-15 04:09:17-06
865,190,2,2022-02-15 04:09:17-06
866,190,2,2022-02-15 04:09:17-06
867,191,1,2022-02-15 04:09:17-06
868,191,1,2022-02-15 04:09:17-06
869,191,1,2022-02-15 04:09:17-06
870,191,2,2022-02-15 04:09:17-06
871,191,2,2022-02-15 04:09:17-06
872,191,2,2022-02-15 04:09:17-06
873,193,1,2022-02-15 04:09:17-06
874,193,1,2022-02-15 04:09:17-06
875,193,1,2022-02-15 04:09:17-06
876,193,1,2022-02-15 04:09:17-06
877,193,2,2022-02-15 04:09:17-06
878,193,2,2022-02-15 04:09:17-06
879,193,2,2022-02-15 04:09:17-06
880,193,2,2022-02-15 04:09:17-06
881,194,1,2022-02-15 04:09:17-06
882,194,1,2022-02-15 04:09:17-06
883,194,2,2022-02-15 04:09:17-06
884,194,2,2022-02-15 04:09:17-06
885,196,1,2022-02-15 04:09:17-06
886,196,1,2022-02-15 04:09:17-06
887,197,1,2022-02-15 04:09:17-06
888,197,1,2022-02-15 04:09:17-06
889,199,1,2022-02-15 04:09:17-06
890,199,1,2022-02-15 04:09:17-06
891,199,1,2022-02-15 04:09:17-06
892,199,1,2022-02-15 04:09:17-06
893,199,2,2022-02-15 04:09:17-06
894,199,2,2022-02-15 04:09:17-06
895,199,2,2022-02-15 04:09:17-06
896,199,2,2022-02-15 04:09:17-06
897,200,1,2022-02-15 04:09:17-06
898,200,1,2022-02-15 04:09:17-06
899,200,1,2022-02-15 04:09:17-06
900,200,1,2022-02-15 04:09:17-06
901,200,2,2022-02-15 04:09:17-06
902,200,2,2022-02-15 04:09:17-06
903,200,2,2022-02-15 04:09:17-06
904,200,2,2022-02-15 04:09:17-06
905,201,1,2022-02-15 04:09:17-06
906,201,1,2022-02-15 04:09:17-06
907,201,1,2022-02-15 04:09:17-06
908,201,1,2022-02-15 04:09:17-06
909,202,1,2022-02-15 04:09:17-06
910,202,1,2022-02-15 04:09:17-06
911,202,1,2022-02-15 04:09:17-06
912,203,2,2022-02-15 04:09:17-06
913,203,2,2022-02-15 04:09:17-06
914,203,2,2022-02-15 04:09:17-06
915,203,2,2022-02-15 04:09:17-06
916,204,1,2022-02-15 04:09:17-06
917,204,1,2022-02-15 04:09:17-06
918,204,1,2022-02-15 04:09:17-06
919,204,1,2022-02-15 04:09:17-06
920,204,2,2022-02-15 04:09:17-06
921,204,2,2022-02-15 04:09:17-06
922,205,1,2022-02-15 04:09:17-06
923,205,1,2022-02-15 04:09:17-06
924,205,1,2022-02-15 04:09:17-06
925,205,1,2022-02-15 04:09:17-06
926,206,1,2022-02-15 04:09:17-06
927,206,1,2022-02-15 04:09:17-06
928,206,1,2022-02-15 04:09:17-06
929,206,1,2022-02-15 04:09:17-06
930,206,2,2022-02-15 04:09:17-06
931,206,2,2022-02-15 04:09:17-06
932,206,2,2022-02-15 04:09:17-06
933,206,2,2022-02-15 04:09:17-06
934,207,1,2022-02-15 04:09:17-06
935,207,1,2022-02-15 04:09:17-06
936,207,1,2022-02-15 04:09:17-06
937,207,1,2022-02-15 04:09:17-06
938,208,1,2022-02-15 04:09:17-06
939,208,1,2022-02-15 04:09:17-06
940,208,1,2022-02-15 04:09:17-06
941,209,1,2022-02-15 04:09:17-06
942,209,1,2022-02-15 04:09:17-06
943,209,1,2022-02-15 04:09:17-06
944,209,1,2022-02-15 04:09:17-06
945,210,2,2022-02-15 04:09:17-06
946,210,2,2022-02-15 04:09:17-06
947,210,2,2022-02-15 04:09:17-06
948,211,1,2022-02-15 04:09:17-06
949,211,1,2022-02-15 04:09:17-06
950,212,1,2022-02-15 04:09:17-06
951,212,1,2022-02-15 04:09:17-06
952,212,1,2022-02-15 04:09:17-06
953,212,2,2022-02-15 04:09:17-06
954,212,2,2022-02-15 04:09:17-06
955,213,1,2022-02-15 04:09:17-06
956,213,1,2022-02-15 04:09:17-06
957,213,1,2022-02-15 04:09:17-06
958,213,1,2022-02-15 04:09:17-06
959,214,2,2022-02-15 04:09:17-06
960,214,2,2022-02-15 04:09:17-06
961,214,2,2022-02-15 04:09:17-06
962,214,2,2022-02-15 04:09:17-06
963,215,1,2022-02-15 04:09:17-06
964,215,1,2022-02-15 04:09:17-06
965,215,1,2022-02-15 04:09:17-06
966,215,2,2022-02-15 04:09:17-06
967,215,2,2022-02-15 04:09:17-06
968,215,2,2022-02-15 04:09:17-06
969,216,1,2022-02-15 04:09:17-06
970,216,1,2022-02-15 04:09:17-06
971,216,2,2022-02-15 04:09:17-06
972,216,2,2022-02-15 04:09:17-06
973,216,2,2022-02-15 04:09:17-06
974,218,1,2022-02-15 04:09:17-06
975,218,1,2022-02-15 04:09:17-06
976,218,1,2022-02-15 04:09:17-06
977,218,1,2022-02-15 04:09:17-06
978,218,2,2022-02-15 04:09:17-06
979,218,2,2022-02-15 04:09:17-06
980,218,2,2022-02-15 04:09:17-06
981,219,1,2022-02-15 04:09:17-06
982,219,1,2022-02-15 04:09:17-06
983,219,1,2022-02-15 04:09:17-06
984,219,1,2022-02-15 04:09:17-06
985,220,1,2022-02-15 04:09:17-06
986,220,1,2022-02-15 04:09:17-06
987,220,1,2022-02-15 04:09:17-06
988,220,1,2022-02-15 04:09:17-06
989,220,2,2022-02-15 04:09:17-06
990,220,2,2022-02-15 04:09:17-06
991,220,2,2022-02-15 04:09:17-06
992,220,2,2022-02-15 04:09:17-06
993,222,1,2022-02-15 04:09:17-06
994,222,1,2022-02-15 04:09:17-06
995,222,2,2022-02-15 04:09:17-06
996,222,2,2022-02-15 04:09:17-06
997,222,2,2022-02-15 04:09:17-06
998,222,2,2022-02-15 04:09:17-06
999,223,2,2022-02-15 04:09:17-06
1000,223,2,2022-02-15 04:09:17-06
1001,224,1,2022-02-15 04:09:17-06
1002,224,1,2022-02-15 04:09:17-06
1003,225,1,2022-02-15 04:09:17-06
1004,225,1,2022-02-15 04:09:17-06
1005,225,1,2022-02-15 04:09:17-06
1006,226,1,2022-02-15 04:09:17-06
1007,226,1,2022-02-15 04:09:17-06
1008,226,2,2022-02-15 04:09:17-06
1009,226,2,2022-02-15 04:09:17-06
1010,226,2,2022-02-15 04:09:17-06
1011,227,1,2022-02-15 04:09:17-06
1012,227,1,2022-02-15 04:09:17-06
1013,227,1,2022-02-15 04:09:17-06
1014,227,2,2022-02-15 04:09:17-06
1015,227,2,2022-02-15 04:09:17-06
1016,228,1,2022-02-15 04:09:17-06
1017,228,1,2022-02-15 04:09:17-06
1018,228,1,2022-02-15 04:09:17-06
1019,228,2,2022-02-15 04:09:17-06
1020,228,2,2022-02-15 04:09:17-06
1021,228,2,2022-02-15 04:09:17-06
1022,228,2,2022-02-15 04:09:17-06
1023,229,1,2022-02-15 04:09:17-06
1024,229,1,2022-02-15 04:09:17-06
1025,229,2,2022-02-15 04:09:17-06
1026,229,2,2022-02-15 04:09:17-06
1027,230,1,2022-02-15 04:09:17-06
1028,230,1,2022-02-15 04:09:17-06
1029,231,1,2022-02-15 04:09:17-06
1030,231,1,2022-02-15 04:09:17-06
1031,231,1,2022-02-15 04:09:17-06
1032,231,1,2022-02-15 04:09:17-06
1033,231,2,2022-02-15 04:09:17-06
1034,231,2,2022-02-15 04:09:17-06
1035,231,2,2022-02-15 04:09:17-06
1036,231,2,2022-02-15 04:09:17-06
1037,232,1,2022-02-15 04:09:17-06
1038,232,1,2022-02-15 04:09:17-06
1039,232,1,2022-02-15 04:09:17-06
1040,232,2,2022-02-15 04:09:17-06
1041,232,2,2022-02-15 04:09:17-06
1042,233,1,2022-02-15 04:09:17-06
1043,233,1,2022-02-15 04:09:17-06
1044,233,1,2022-02-15 04:09:17-06
1045,233,1,2022-02-15 04:09:17-06
1046,233,2,2022-02-15 04:09:17-06
1047,233,2,2022-02-15 04:09:17-06
1048,234,1,2022-02-15 04:09:17-06
1049,234,1,2022-02-15 04:09:17-06
1050,234,1,2022-02-15 04:09:17-06
1051,234,1,2022-02-15 04:09:17-06
1052,234,2,2022-02-15 04:09:17-06
1053,234,2,2022-02-15 04:09:17-06
1054,234,2,2022-02-15 04:09:17-06
1055,235,1,2022-02-15 04:09:17-06
1056,235,1,2022-02-15 04:09:17-06
1057,235,2,2022-02-15 04:09:17-06
1058,235,2,2022-02-15 04:09:17-06
1059,235,2,2022-02-15 04:09:17-06
1060,235,2,2022-02-15 04:09:17-06
1061,236,2,2022-02-15 04:09:17-06
1062,236,2,2022-02-15 04:09:17-06
1063,236,2,2022-02-15 04:09:17-06
1064,236,2,2022-02-15 04:09:17-06
1065,237,1,2022-02-15 04:09:17-06
1066,237,1,2022-02-15 04:09:17-06
1067,238,1,2022-02-15 04:09:17-06
1068,238,1,2022-02-15 04:09:17-06
1069,239,1,2022-02-15 04:09:17-06
1070,239,1,2022-02-15 04:09:17-06
1071,239,1,2022-02-15 04:09:17-06
1072,239,1,2022-02-15 04:09:17-06
1073,239,2,2022-02-15 04:09:17-06
1074,239,2,2022-02-15 04:09:17-06
1075,239,2,2022-02-15 04:09:17-06
1076,239,2,2022-02-15 04:09:17-06
1077,240,2,2022-02-15 04:09:17-06
1078,240,2,2022-02-15 04:09:17-06
1079,240,2,2022-02-15 04:09:17-06
1080,241,1,2022-02-15 04:09:17-06
1081,241,1,2022-02-15 04:09:17-06
1082,241,1,2022-02-15 04:09:17-06
1083,241,1,2022-02-15 04:09:17-06
1084,242,1,2022-02-15 04:09:17-06
1085,242,1,2022-02-15 04:09:17-06
1086,242,2,2022-02-15 04:09:17-06
1087,242,2,2022-02-15 04:09:17-06
1088,242,2,2022-02-15 04:09:17-06
1089,243,1,2022-02-15 04:09:17-06
1090,243,1,2022-02-15 04:09:17-06
1091,243,2,2022-02-15 04:09:17-06
1092,243,2,2022-02-15 04:09:17-06
1093,243,2,2022-02-15 04:09:17-06
1094,243,2,2022-02-15 04:09:17-06
1095,244,1,2022-02-15 04:09:17-06
1096,244,1,2022-02-15 04:09:17-06
1097,244,1,2022-02-15 04:09:17-06
1098,244,1,2022-02-15 04:09:17-06
1099,244,2,2022-02-15 04:09:17-06
1100,244,2,2022-02-15 04:09:17-06
1101,244,2,2022-02-15 04:09:17-06
1102,245,1,2022-02-15 04:09:17-06
1103,245,1,2022-02-15 04:09:17-06
1104,245,1,2022-02-15 04:09:17-06
1105,245,2,2022-02-15 04:09:17-06
1106,245,2,2022-02-15 04:09:17-06
1107,245,2,2022-02-15 04:09:17-06
1108,245,2,2022-02-15 04:09:17-06
1109,246,2,2022-02-15 04:09:17-06
1110,246,2,2022-02-15 04:09:17-06
1111,246,2,2022-02-15 04:09:17-06
1112,247,1,2022-02-15 04:09:17-06
1113,247,1,2022-02-15 04:09:17-06
1114,247,1,2022-02-15 04:09:17-06
1115,247,2,2022-02-15 04:09:17-06
1116,247,2,2022-02-15 04:09:17-06
1117,247,2,2022-02-15 04:09:17-06
1118,247,2,2022-02-15 04:09:17-06
1119,248,2,2022-02-15 04:09:17-06
1120,248,2,2022-02-15 04:09:17-06
1121,249,1,2022-02-15 04:09:17-06
1122,249,1,2022-02-15 04:09:17-06
1123,249,2,2022-02-15 04:09:17-06
1124,249,2,2022-02-15 04:09:17-06
1125,249,2,2022-02-15 04:09:17-06
1126,249,2,2022-02-15 04:09:17-06
1127,250,2,2022-02-15 04:09:17-06
1128,250,2,2022-02-15 04:09:17-06
1129,250,2,2022-02-15 04:09:17-06
1130,250,2,2022-02-15 04:09:17-06
1131,251,1,2022-02-15 04:09:17-06
1132,251,1,2022-02-15 04:09:17-06
1133,251,2,2022-02-15 04:09:17-06
1134,251,2,2022-02-15 04:09:17-06
1135,251,2,2022-02-15 04:09:17-06
1136,252,1,2022-02-15 04:09:17-06
1137,252,1,2022-02-15 04:09:17-06
1138,252,1,2022-02-15 04:09:17-06
1139,252,2,2022-02-15 04:09:17-06
1140,252,2,2022-02-15 04:09:17-06
1141,252,2,2022-02-15 04:09:17-06
1142,253,1,2022-02-15 04:09:17-06
1143,253,1,2022-02-15 04:09:17-06
1144,253,1,2022-02-15 04:09:17-06
1145,253,1,2022-02-15 04:09:17-06
1146,253,2,2022-02-15 04:09:17-06
1147,253,2,2022-02-15 04:09:17-06
1148,254,1,2022-02-15 04:09:17-06
1149,254,1,2022-02-15 04:09:17-06
1150,254,2,2022-02-15 04:09:17-06
1151,254,2,2022-02-15 04:09:17-06
1152,254,2,2022-02-15 04:09:17-06
1153,255,1,2022-02-15 04:09:17-06
1154,255,1,2022-02-15 04:09:17-06
1155,255,1,2022-02-15 04:09:17-06
1156,255,1,2022-02-15 04:09:17-06
1157,255,2,2022-02-15 04:09:17-06
1158,255,2,2022-02-15 04:09:17-06
1159,256,2,2022-02-15 04:09:17-06
1160,256,2,2022-02-15 04:09:17-06
1161,256,2,2022-02-15 04:09:17-06
1162,257,2,2022-02-15 04:09:17-06
1163,257,2,2022-02-15 04:09:17-06
1164,257,2,2022-02-15 04:09:17-06
1165,258,2,2022-02-15 04:09:17-06
1166,258,2,2022-02-15 04:09:17-06
1167,258,2,2022-02-15 04:09:17-06
1168,258,2,2022-02-15 04:09:17-06
1169,259,1,2022-02-15 04:09:17-06
1170,259,1,2022-02-15 04:09:17-06
1171,260,2,2022-02-15 04:09:17-06
1172,260,2,2022-02-15 04:09:17-06
1173,260,2,2022-02-15 04:09:17-06
1174,260,2,2022-02-15 04:09:17-06
1175,261,1,2022-02-15 04:09:17-06
1176,261,1,2022-02-15 04:09:17-06
1177,262,2,2022-02-15 04:09:17-06
1178,262,2,2022-02-15 04:09:17-06
1179,263,1,2022-02-15 04:09:17-06
1180,263,1,2022-02-15 04:09:17-06
1181,263,1,2022-02-15 04:09:17-06
1182,263,1,2022-02-15 04:09:17-06
1183,263,2,2022-02-15 04:09:17-06
1184,263,2,2022-02-15 04:09:17-06
1185,263,2,2022-02-15 04:09:17-06
1186,264,2,2022-02-15 04:09:17-06
1187,264,2,2022-02-15 04:09:17-06
1188,265,1,2022-02-15 04:09:17-06
1189,265,1,2022-02-15 04:09:17-06
1190,265,1,2022-02-15 04:09:17-06
1191,265,1,2022-02-15 04:09:17-06
1192,266,1,2022-02-15 04:09:17-06
1193,266,1,2022-02-15 04:09:17-06
1194,266,1,2022-02-15 04:09:17-06
1195,266,1,2022-02-15 04:09:17-06
1196,266,2,2022-02-15 04:09:17-06
1197,266,2,2022-02-15 04:09:17-06
1198,266,2,2022-02-15 04:09:17-06
1199,266,2,2022-02-15 04:09:17-06
1200,267,1,2022-02-15 04:09:17-06
1201,267,1,2022-02-15 04:09:17-06
1202,267,1,2022-02-15 04:09:17-06
1203,267,1,2022-02-15 04:09:17-06
1204,267,2,2022-02-15 04:09:17-06
1205,267,2,2022-02-15 04:09:17-06
1206,268,2,2022-02-15 04:09:17-06
1207,268,2,2022-02-15 04:09:17-06
1208,269,1,2022-02-15 04:09:17-06
1209,269,1,2022-02-15 04:09:17-06
1210,269,2,2022-02-15 04:09:17-06
1211,269,2,2022-02-15 04:09:17-06
1212,269,2,2022-02-15 04:09:17-06
1213,269,2,2022-02-15 04:09:17-06
1214,270,1,2022-02-15 04:09:17-06
1215,270,1,2022-02-15 04:09:17-06
1216,270,1,2022-02-15 04:09:17-06
1217,270,2,2022-02-15 04:09:17-06
1218,270,2,2022-02-15 04:09:17-06
1219,270,2,2022-02-15 04:09:17-06
1220,270,2,2022-02-15 04:09:17-06
1221,271,1,2022-02-15 04:09:17-06
1222,271,1,2022-02-15 04:09:17-06
1223,271,1,2022-02-15 04:09:17-06
1224,271,2,2022-02-15 04:09:17-06
1225,271,2,2022-02-15 04:09:17-06
1226,272,1,2022-02-15 04:09:17-06
1227,272,1,2022-02-15 04:09:17-06
1228,272,1,2022-02-15 04:09:17-06
1229,272,1,2022-02-15 04:09:17-06
1230,273,1,2022-02-15 04:09:17-06
1231,273,1,2022-02-15 04:09:17-06
1232,273,1,2022-02-15 04:09:17-06
1233,273,1,2022-02-15 04:09:17-06
1234,273,2,2022-02-15 04:09:17-06
1235,273,2,2022-02-15 04:09:17-06
1236,273,2,2022-02-15 04:09:17-06
1237,274,1,2022-02-15 04:09:17-06
1238,274,1,2022-02-15 04:09:17-06
1239,274,1,2022-02-15 04:09:17-06
1240,274,2,2022-02-15 04:09:17-06
1241,274,2,2022-02-15 04:09:17-06
1242,274,2,2022-02-15 04:09:17-06
1243,274,2,2022-02-15 04:09:17-06
1244,275,1,2022-02-15 04:09:17-06
1245,275,1,2022-02-15 04:09:17-06
1246,275,1,2022-02-15 04:09:17-06
1247,275,2,2022-02-15 04:09:17-06
1248,275,2,2022-02-15 04:09:17-06
1249,276,1,2022-02-15 04:09:17-06
1250,276,1,2022-02-15 04:09:17-06
1251,276,1,2022-02-15 04:09:17-06
1252,276,1,2022-02-15 04:09:17-06
1253,277,1,2022-02-15 04:09:17-06
1254,277,1,2022-02-15 04:09:17-06
1255,277,1,2022-02-15 04:09:17-06
1256,278,1,2022-02-15 04:09:17-06
1257,278,1,2022-02-15 04:09:17-06
1258,279,1,2022-02-15 04:09:17-06
1259,279,1,2022-02-15 04:09:17-06
1260,280,1,2022-02-15 04:09:17-06
1261,280,1,2022-02-15 04:09:17-06
1262,280,1,2022-02-15 04:09:17-06
1263,280,1,2022-02-15 04:09:17-06
1264,280,2,2022-02-15 04:09:17-06
1265,280,2,2022-02-15 04:09:17-06
1266,281,1,2022-02-15 04:09:17-06
1267,281,1,2022-02-15 04:09:17-06
1268,281,2,2022-02-15 04:09:17-06
1269,281,2,2022-02-15 04:09:17-06
1270,281,2,2022-02-15 04:09:17-06
1271,281,2,2022-02-15 04:09:17-06
1272,282,1,2022-02-15 04:09:17-06
1273,282,1,2022-02-15 04:09:17-06
1274,282,1,2022-02-15 04:09:17-06
1275,282,2,2022-02-15 04:09:17-06
1276,282,2,2022-02-15 04:09:17-06
1277,282,2,2022-02-15 04:09:17-06
1278,283,1,2022-02-15 04:09:17-06
1279,283,1,2022-02-15 04:09:17-06
1280,283,1,2022-02-15 04:09:17-06
1281,284,1,2022-02-15 04:09:17-06
1282,284,1,2022-02-15 04:09:17-06
1283,284,1,2022-02-15 04:09:17-06
1284,284,2,2022-02-15 04:09:17-06
1285,284,2,2022-02-15 04:09:17-06
1286,284,2,2022-02-15 04:09:17-06
1287,284,2,2022-02-15 04:09:17-06
1288,285,1,2022-02-15 04:09:17-06
1289,285,1,2022-02-15 04:09:17-06
1290,285,1,2022-02-15 04:09:17-06
1291,285,2,2022-02-15 04:09:17-06
1292,285,2,2022-02-15 04:09:17-06
1293,285,2,2022-02-15 04:09:17-06
1294,285,2,2022-02-15 04:09:17-06
1295,286,1,2022-02-15 04:09:17-06
1296,286,1,2022-02-15 04:09:17-06
1297,286,2,2022-02-15 04:09:17-06
1298,286,2,2022-02-15 04:09:17-06
1299,286,2,2022-02-15 04:09:17-06
1300,287,1,2022-02-15 04:09:17-06
1301,287,1,2022-02-15 04:09:17-06
1302,287,2,2022-02-15 04:09:17-06
1303,287,2,2022-02-15 04:09:17-06
1304,288,1,2022-02-15 04:09:17-06
1305,288,1,2022-02-15 04:09:17-06
1306,288,2,2022-02-15 04:09:17-06
1307,288,2,2022-02-15 04:09:17-06
1308,288,2,2022-02-15 04:09:17-06
1309,288,2,2022-02-15 04:09:17-06
1310,289,1,2022-02-15 04:09:17-06
1311,289,1,2022-02-15 04:09:17-06
1312,290,1,2022-02-15 04:09:17-06
1313,290,1,2022-02-15 04:09:17-06
1314,290,1,2022-02-15 04:09:17-06
